measure,first,second,third
15.768267654589796,pays,respectent,aucune
13.472685224417265,pays,tiers,monde
13.283333972199923,pays,millions,habitants
13.159209478251178,pays,zone,euro
12.52015123348911,pays,plus,attractif
12.52015123348911,pays,plus,généreux
12.352902307328435,pays,union,européenne
10.160788671794133,pays,certain,nombre
6.677104358473066,pays,faut,dire
21.943156605384196,suppression,aide,médicale
20.71883646437721,suppression,impôt,revenu
19.527924790657437,suppression,double,peine
18.910656164606987,suppression,service,militaire
16.81725749488242,hausse,pouvoir,achat
28.545951056500652,compagnies,pétrolières,gazières
20.594604519379352,monopole,marchés,financiers
17.831319154408465,assemblée,nationale,sénat
15.470571810630577,assemblée,nationale,malgré
10.75790786208448,assemblée,nationale,bien
24.467517181051438,affaire,mantes,jolie
21.308415148903663,classe,politico,médiatique
14.352668386953386,classe,politique,médiatique
12.981753440906854,classe,politique,française
21.984938416121405,contribution,sociale,importation
23.99247884190732,lire,écrire,compter
23.210425358212568,lire,écrire,monter
21.65654388902607,contrôles,laisse,entrer
20.51087372568948,aide,médicale,etat
21.739006049218045,sainte,martyre,plan
21.331920700625123,peser,baisse,salaires
20.44751814764144,peser,baisser,salaires
16.78519331296107,bureau,politique,unanimité
15.334531903951508,bureau,politique,bureau
11.523411790437361,bureau,politique,front
20.03527678452577,réduire,coûts,prix
20.281295213343967,pouvoirs,publics,successifs
16.584764483576993,relancer,pouvoir,achat
19.768202596528372,vaste,zone,libre
20.316130842159698,proposé,république,référendaire
19.42571317915869,toute,modification,traités
18.037147891241048,toute,série,secteurs
17.75037624176729,toute,légitimité,démocratique
17.370571624966242,toute,classe,politico
17.305344002190623,toute,série,propositions
17.259540312577485,toute,série,domaines
17.09854843590519,toute,chose,égale
16.62533429283649,toute,série,mesures
15.610883136538952,toute,série,choses
15.263989990829174,toute,misère,monde
14.079631222562561,toute,série,gens
12.151790457182173,toute,classe,politique
9.854078719518508,toute,histoire,france
23.76459134297599,personnage,historique,parcours
16.78940989637932,payer,intérêts,dette
10.975180268633501,payer,toujours,plus
25.234553629105456,affranchir,moyen,oppression
10.767299951212618,plutôt,front,national
16.499648640873243,chacun,commencer,celui
11.652206363594598,voyez,veux,dire
17.705788272324607,dissolution,assemblée,nationale
18.721281549140887,aurait,permis,éviter
13.151099872631946,êtes,train,dire
21.533707460745905,corruption,politico,financière
27.06992292733267,acte,prière,jésus
23.59832740003727,impôt,successions,ligne
20.968885228616514,impôt,revenu,impôt
18.899070565158485,impôt,revenu,travail
16.989793394740555,lutter,contre,délocalisations
16.89025772118964,lutter,contre,corruption
13.960466723471054,lutter,contre,immigration
20.088980675379638,supprimant,postes,travail
15.947201968407974,voté,contre,traité
19.825473585123024,chef,armées,chef
15.06367477966749,chef,guerre,grand
21.116544314986673,trahisons,lâchetés,plus
14.028200034856987,jacques,chirac,sera
13.855560648717649,jacques,chirac,avait
28.987460767140696,présidé,infâme,évêque
19.084471609214496,passer,unanimité,majorité
19.469127363540768,ancien,secrétaire,général
17.500899220759088,ancien,ministre,intérieur
16.026172282246055,ancien,premier,ministre
15.859579195523828,réduction,temps,travail
14.68304040327829,nicolas,sarkozy,françois
12.855088576613579,nicolas,sarkozy,nicolas
12.300183309748597,nicolas,sarkozy,avait
12.035041240952808,nicolas,sarkozy,veut
11.614748016222478,nicolas,sarkozy,était
11.548110823192182,nicolas,sarkozy,jamais
11.019331157864151,nicolas,sarkozy,soit
10.89825589279602,nicolas,sarkozy,ailleurs
9.185192913673209,nicolas,sarkozy,bien
24.90113339048849,députation,paris,1957
20.365627458498132,matin,paysans,arrive
21.575365785574743,renégociation,traités,européens
25.851577339058913,guerre,famine,peste
15.06367477966749,guerre,grand,chef
24.328720340279993,mère,arts,armes
20.416980345010067,définitivement,aides,européennes
21.21443691278409,service,militaire,volontaire
8.561606691388832,fiscale,plus,plus
29.282916650666856,michel,dubois,yann
20.781370948751892,importation,droits,douane
21.55056290209823,train,anciens,compagnons
15.54148810212904,train,mettre,œuvre
14.508915168340696,train,mettre,place
22.53981627032855,assurer,renouvellement,faudrait
25.497588034939263,vive,1431,bûcher
18.24915214243096,vive,république,vive
16.012669261429323,vive,nation,vive
14.953152512534118,vive,peuple,vive
14.68000882477633,vive,france,vive
13.876789098792962,vive,front,national
13.66345764851248,vive,france,chers
12.660899452281122,veut,faire,gagner
11.947077093983204,veut,rien,dire
10.644514323962763,veut,dire,réalité
9.78690006909245,veut,dire,faut
21.388221352028644,supprimer,définitivement,aides
18.37411323669512,bénéfice,grands,groupes
20.88990545771801,devant,caméras,télévision
19.09062383619609,devant,commission,discipline
15.005348554183524,devant,assemblée,nationale
17.374888013632372,cours,dernières,années
21.249660521495674,réforme,code,nationalité
22.32766303349694,fallait,affranchir,moyen
19.322442939481853,ambassadeur,france,tunisie
12.807977883358692,veux,mettre,place
8.705023062038038,veux,dire,faut
19.030150885239717,bonne,dépense,publique
18.399716234615248,bonne,gestion,argent
21.381501185124492,étranger,chers,internautes
23.211291776700218,compensation,dette,agricole
14.01102923827909,donner,pouvoir,achat
16.509702500696797,euro,monnaie,commune
11.034949850008537,euro,veut,dire
22.14197071619631,devenu,restera,durant
26.152385087524642,échange,gloire,immortelle
21.441423778327856,marque,point,départ
15.388824857616957,demander,avis,peuple
21.529395984267296,professionnel,chacun,commencer
25.6669582603544,épargné,échange,gloire
13.666533586416492,postes,travail,faire
21.241893638451977,européennes,exportations,agricoles
19.020017669285927,insécurité,chômage,fiscalisme
23.157281410737035,rapprocher,salaires,manuels
22.67424179344538,législatives,juin,prochains
9.978804056406329,histoire,front,national
18.78112469202332,haute,fonction,publique
19.99455738929809,pitié,royaume,france
23.890599227888096,nationales,action,vigoureuse
19.181985578301305,2009,sera,chargé
19.779836298913928,2007,2013,delà
11.174398226662959,nombre,électeurs,front
8.991911759784681,nombre,autres,pays
10.276372945665294,celle,front,national
8.786910083508435,celle,peuple,français
12.840573931724801,autorité,indépendance,france
12.382645469940567,présidentielle,nicolas,sarkozy
18.149998301298393,venant,tiers,monde
14.812502068983644,année,après,année
20.02990315410095,élections,cantonales,mars
18.658647346850014,élections,régionales,mars
17.67800371224158,élections,législatives,juin
17.67800371224158,élections,présidentielles,législatives
17.279014154194606,élections,européennes,juin
20.793170033683904,doivent,garder,souvenir
14.596417988730057,doivent,faire,objet
29.475561728609254,débarqué,normandie,écrasé
24.03959839047586,agriculteurs,termine,professionnelle
21.27746222057475,article,disposant,toute
24.171543831579662,bleu,blanc,rouge
18.657529503033434,bleu,marine,candidat
11.928946743434185,algérie,gouvernement,français
14.144130146658568,celui,jacques,chirac
11.252025590013826,celui,front,national
11.226450280516719,responsables,politiques,français
16.104300719231922,pourrons,plus,décider
14.937307172701807,pourront,faire,demain
24.443140250916876,1974,regroupement,familial
22.729025595878714,referendum,initiative,populaire
16.783937156990657,tour,élections,présidentielles
16.67822771581953,tour,élections,cantonales
16.572261842511644,tour,passe,passe
16.56639594716271,tour,élection,présidentielle
15.061250199588454,tour,deuxième,tour
13.818480160874188,tour,france,oubliés
15.170810810550034,occasion,élection,présidentielle
15.06367477966749,grand,chef,guerre
12.676770853075094,grand,chef,politique
11.043775655932137,grand,parti,politique
29.157385768582998,bourguignons,emprisonnée,rouen
14.426228814119284,financière,fiscale,plus
18.010465795568987,national,rassemblement,bleu
15.314821261008394,national,conseil,régional
14.519428530886199,national,union,patriotique
12.520185119058073,national,vive,république
11.861344031531786,national,assemblée,nationale
11.272969896290803,national,vive,france
9.469750170307435,national,front,national
8.88399256671503,national,veut,dire
18.850037361606788,pouvoir,socialo,communistes
16.653477233661008,pouvoir,achat,consommation
12.797230664134133,pouvoir,achat,français
16.812576492843746,sécurité,première,libertés
12.71796318489627,sécurité,français,rassemblement
20.93194734215446,statut,juridique,social
18.33213986082113,statut,fonction,publique
27.497588034939252,couverture,maladie,universelle
21.247492684812965,vents,mondialisation,sauvage
19.34721583091834,vents,concurrence,mondiale
25.592336595301294,candidature,arabe,députation
16.54212693239957,candidature,élection,présidentielle
19.289420684882813,chiffres,ministère,intérieur
9.703716147982036,intérêts,peuple,français
8.945145633054011,intérêts,france,français
12.790632455043244,route,front,national
20.306587589580502,géographie,histoire,religion
25.960988555779494,plans,renflouement,répétition
22.60663898319976,syndicat,magistrature,syndicat
18.111228067456892,syndicat,défense,intérêts
14.740755901134587,échec,nicolas,sarkozy
18.024991473611152,parents,grands,parents
14.596443687926058,parents,leurs,grands
17.06469629227854,supprime,frontières,leurs
18.698231683674976,structure,plus,performante
17.292898663867838,proclamé,france,jeanne
13.269800291741806,congrès,front,national
20.334740255601147,gagné,bataille,idées
17.715978525718203,certes,parlement,européen
16.47187042717107,effondrement,pouvoir,achat
16.79427006808024,obtenir,nationalité,française
20.02523952647589,conseillers,municipaux,front
17.188923963671762,souverain,légitime,peuple
20.543136040893597,région,nord,calais
13.0034068738181,programme,front,national
28.23279317124102,martinez,serge,félon
29.475561728609254,normandie,écrasé,chevalerie
22.500067319001722,prodigieux,destin,histoire
17.572927770561268,ajouter,constitution,française
18.865831322739155,sépare,jamais,patrie
16.027794172421086,politiques,économiques,sociaux
15.788606508541662,politiques,économiques,sociales
9.718004654955852,politiques,front,national
20.200374442589073,banque,centrale,européenne
19.963193218388756,banque,france,prêtait
17.963193218388763,banque,france,prêter
23.865064135780962,vivent,dessous,seuil
16.383212619340547,nation,père,mort
12.144544781466816,nation,etat,nation
8.706828759849369,nation,peuple,français
15.451849372108935,général,gaulle,avait
15.318233934367935,général,otan,dire
11.082879541284502,hommes,politiques,français
19.20110037255766,delà,certain,montant
24.02810275163804,effectifs,police,gendarmerie
15.851998877940073,marche,vers,pouvoir
14.41381518661635,gauche,extrême,gauche
13.040033847649926,gauche,parti,socialiste
28.39067283102274,peter,mandelson,commissaire
14.8745435993252,ouvrir,yeux,français
24.28702104899959,combien,mohamed,merah
13.864716305646699,aimerais,bien,savoir
29.960988555779494,cachot,sordide,jugée
27.665532672253335,compiègne,vendue,anglais
16.723880740188843,politique,agricole,commune
16.359637941768227,politique,socialo,communiste
16.30606372425204,politique,dissuasive,immigration
15.939152603371447,politique,présenter,candidature
13.02523207757374,politique,agricole,française
12.744055059780159,politique,familiale,politique
12.190586506832101,politique,immigration,masse
11.846632105614745,politique,immigration,massive
11.538574356034182,politique,premier,ministre
11.23375232432863,politique,quelque,chose
10.780609708853824,politique,économique,sociale
10.270435966354551,politique,nicolas,sarkozy
9.675904109257552,politique,certain,nombre
8.673949474877912,politique,front,national
19.19903444842571,armées,chef,justice
24.054389443158307,droits,douane,ciblés
22.83199702182186,droits,douane,modulables
19.38369706841127,droits,produits,subissent
18.128406166554203,droits,homme,citoyen
17.666284271666463,droits,enfant,autorité
19.04292041085949,angleterre,proclamé,france
17.765123012450644,commence,rendre,compte
29.889905457718022,nathalie,kosciusko,morizet
26.301248473439117,objet,enquête,minutieuse
24.27791596960849,objet,consultation,obligatoire
12.28077140956281,députés,front,national
12.92303609191677,indépendance,france,identité
24.71582482678439,mesures,immédiates,concrètes
17.09878014635946,mesures,prises,sarkozy
16.260040985162238,mesures,prendre,paris
13.816698579121699,situation,économique,sociale
13.805438822622481,situation,actuelle,france
9.881349463197207,situation,sociale,français
14.277286619452749,européenne,commission,européenne
13.9069508644718,européenne,droits,homme
18.742700532775793,regarde,suis,modeste
17.70789317397697,obligation,dont,fallait
13.665467773830347,hollande,nicolas,sarkozy
18.049331015550113,principe,souveraineté,états
16.1243661293087,principe,préférence,nationale
18.9920600017125,centaines,milliers,clandestins
19.80338642972704,observatoire,national,délinquance
13.814819396329625,puissance,économique,monde
13.366661830994403,élus,front,national
26.03959839047587,henri,meurt,henri
25.808985462334444,henri,angleterre,proclamé
11.286288414530379,partout,front,national
24.119482976445404,peste,ravagent,pays
15.500232109918876,voulu,faire,hier
19.73258628758147,place,protectionnisme,intelligent
16.443415791906006,place,politique,dissuasive
14.699011866075935,place,patriotisme,économique
26.71444227273427,prise,compiègne,vendue
27.613065252359196,couper,pompes,aspirantes
29.513529578808274,déchirent,belles,dents
11.753883159244438,morale,publique,plus
20.885144797795995,référendum,initiative,populaire
20.647922308023684,référendum,nouvelle,calédonie
16.830640305177432,référendum,constitution,européenne
19.160974397550454,attendent,logement,social
15.97027394402113,étais,contre,intervention
28.82348503202956,bonnet,rose,rose
16.298921057475237,forfaiture,quatre,plus
14.269800291741802,adhérents,front,national
20.41885559879345,nationale,érigé,fête
14.98906032500587,nationale,emploi,logement
13.499140962827347,nationale,malgré,millions
12.750046574496729,nationale,travail,cause
14.01818843795035,défendre,liberté,sécurité
13.901710335917493,défendre,leurs,intérêts
10.873354417470868,défendre,français,abord
8.466248191828242,défendre,france,français
27.513529578808274,couple,franco,allemand
25.230595615536785,successions,ligne,directe
23.701601926960848,paris,espace,charenton
18.70592898059781,paris,1957,premier
12.97941343621902,paris,plus,tard
20.053223864390898,immigration,tiers,mondiste
19.431735487644627,immigration,légale,clandestine
19.11462440905504,immigration,sauvage,incontrôlée
18.185707507116522,immigration,massive,incontrôlée
17.19715752786006,immigration,temporaire,travail
16.283004708471438,immigration,étrangère,massive
14.8557614179303,immigration,insécurité,chômage
11.64330262314122,immigration,masse,france
14.501331844100154,malgré,millions,voix
19.594189496366266,seconde,guerre,mondiale
30.572423267861843,boréal,brest,vladivostok
19.887864565119685,partis,bande,quatre
19.82952908657448,partis,représentés,assemblée
16.339960700739883,partis,gouverné,france
15.956104170884988,changer,modèle,économique
18.724495937398196,produits,subissent,mêmes
18.534113910964365,produits,première,nécessité
19.901373699482274,subissent,mêmes,charges
22.747994832445297,salariale,cotisations,sociales
12.759605559422617,représentants,front,national
26.88392316303228,pieds,poings,liés
24.616676505911578,pieds,noirs,harkis
23.128865728572947,unanimité,majorité,qualifiée
14.19043704347628,siècles,plus,tard
14.506839489042651,affaiblir,front,national
10.691332423526209,volonté,peuple,français
18.27492580588408,préférence,nationale,embauche
15.43295268695691,préférence,nationale,emploi
29.09849207952943,féodaux,déchirent,belles
16.151535864619724,milliards,euros,dette
15.699598782529346,milliards,euros,2005
14.716086905317926,milliards,euros,intérêts
13.682718155732747,milliards,euros,soit
12.040089328443138,milliards,euros,aujourd
10.749109159916962,milliards,euros,france
11.701134976029103,crois,faut,supprimer
11.24464064047136,crois,quelque,chose
10.838795518845345,crois,certain,nombre
10.773767951989388,crois,aura,beaucoup
10.281324282497277,crois,nicolas,sarkozy
8.614448463129253,crois,front,national
8.017176143613678,crois,crois,crois
7.8921658081856165,crois,beaucoup,français
7.482221281151094,crois,faut,faire
24.246049267943288,écrire,monter,cheval
20.363522842711745,éducation,civique,morale
15.205498095965986,éducation,leurs,enfants
20.597583824915972,proche,moyen,orient
22.604503238855763,avez,oublié,gouvernait
14.652295882756793,avez,compris,chers
14.180371950341911,avez,monde,meilleur
11.912461733045227,avez,bien,entendu
16.021633903565803,élever,leurs,enfants
16.461139649498374,première,guerre,irak
15.3665027753603,première,guerre,mondiale
14.881235003824155,municipaux,front,national
18.947665882354055,accueillir,toute,misère
16.690693229307453,accueillir,millions,immigrés
13.619531436085168,mois,élection,présidentielle
13.446512591069006,mois,plus,tard
23.243443673563092,utile,votez,utile
20.450993678703387,consultation,obligatoire,peuple
13.474234301859266,obligatoire,peuple,français
24.51032714676994,entreprises,pétrolières,gazières
20.758681657298613,entreprises,souhaiteraient,travailler
24.3111989318048,équité,sociale,dres
18.484937405849497,2010,conseil,général
14.607705587875689,laisser,faire,laisser
25.478296696330492,calme,vieilles,troupes
16.762134297180474,unes,après,autres
22.361526485363225,rmistes,millions,titulaires
11.879566183463535,idées,front,national
18.22070523362949,destruction,services,publics
28.119076411685533,instruire,éduquer,accroître
24.703612142682857,chevalerie,française,azincourt
17.993380196922494,nombreux,recherche,emploi
13.8714778858803,partie,pouvoir,achat
13.349277682707953,partie,électeurs,gauche
25.36008451118932,aboutir,supprimant,postes
22.05369726719774,compatriotes,métropole,outre
20.721715507646447,compatriotes,zones,rurales
16.17661396007222,chose,égale,ailleurs
9.79063245504324,chose,front,national
6.84149916149304,chose,bien,plus
25.960988555779505,seine,saint,denis
11.532834697575598,victoire,front,national
15.123811609945601,assume,assez,bien
23.3239685499392,martyre,plan,spirituel
27.664345757302883,écarter,candidatures,fantaisistes
24.239847928774978,écarter,candidats,fantaisistes
14.147966557886768,faut,dire,répéter
13.930446811305337,faut,changer,modèle
13.893420086450028,faut,tenir,compte
13.675828651377405,faut,rétablir,frontières
12.815888762912781,faut,mettre,œuvre
12.78142929953837,faut,faire,cesser
12.461387734237068,faut,mettre,place
12.138685602982505,faut,bien,reconnaître
11.779658034686172,faut,français,sachent
11.42666636594652,faut,bien,admettre
11.043629898072034,faut,dire,vérité
10.600016754535275,faut,bien,dire
9.815645014876285,faut,faire,choix
9.066939986766641,faut,français,soient
9.02090754229064,faut,aller,plus
8.916117807681253,faut,abord,faire
8.026382633357702,faut,bien,évidemment
6.97739608487289,faut,faire,faut
15.628901133956944,franc,euro,veut
17.75337517885073,union,européenne,construite
15.678087051546495,union,européenne,devenue
12.891845116642088,union,européenne,réalité
11.84820310046851,union,européenne,dont
11.441789028184825,union,européenne,aujourd
10.442924689225904,union,européenne,bien
11.042731383195893,démocratie,front,national
22.165916411821343,emploi,plusieurs,assistances
14.847128024464556,emploi,pouvoir,achat
21.463640703015916,mort,brûlée,vive
13.073416445668347,avenir,leurs,enfants
19.114910569606906,services,publics,proximité
12.211424278725225,services,publics,bien
31.590345175859106,révolutionnaires,caboche,capeluche
23.80939537710944,grèce,irlande,portugal
20.998069187621894,conseils,régionaux,conseils
18.668036043097477,conseils,généraux,ainsi
13.985035583660828,crise,économique,sociale
15.60837242707592,objectif,arriver,pouvoir
28.272028334524123,garde,sceaux,arpaillange
21.614783769585486,fardeau,obligation,dont
25.960988555779505,cartes,vitales,circulation
18.089195300348532,deuxième,guerre,mondiale
16.221866423338213,deuxième,tour,élection
16.01069519699023,deuxième,liste,élections
14.609332634608464,deuxième,tour,élections
14.488607970503168,deuxième,liste,était
13.733293138618624,moment,donné,faut
9.714281568913126,moment,front,national
17.186261385135797,euros,fraude,sociale
15.20444739565816,euros,intérêts,dette
12.85241955006461,euros,mois,millions
20.99040328485359,modification,traités,européens
14.380161375684072,jours,premier,tour
13.535001334806669,jours,plus,tard
13.124947169163867,jeunes,gens,jeunes
22.10176439380129,malheur,charles,devenu
22.821664596405192,attribution,logements,sociaux
16.94193834965984,verra,bien,verra
13.35325276289596,verra,bien,moment
20.474998285899154,basses,insultes,plus
20.843227408729756,répondre,appel,offre
18.938402169151523,petites,moyennes,entreprises
18.370495068887994,secours,libérer,france
22.506865848527262,retraités,chômeurs,exclus
15.601638302141389,augmenter,pouvoir,achat
20.657060243734833,réarmer,face,mondialisation
17.583896364765767,après,affaire,merah
13.901568297172751,après,deuxième,guerre
13.665701617518103,après,élection,présidentielle
13.881234326327785,argent,public,faut
10.171576755653685,conséquent,front,national
25.196418500218698,grands,féodaux,déchirent
18.802956535498986,grands,groupes,payent
14.099615513089361,grands,partis,politiques
19.1330455319025,choses,soient,claires
15.701373670486845,choses,peuvent,changer
15.492692358214523,grave,crise,économique
22.540224445473694,accepté,supprimer,définitivement
23.458449641032303,grande,pitié,royaume
14.08733122874916,grande,différence,entre
13.693734253743834,grande,partie,entre
13.081239110643743,grande,politique,développement
24.629908762522604,petite,paysanne,lorraine
22.03772410494452,mauvaise,dépense,publique
19.022121827455408,pression,baisse,salaires
14.031535297451274,banlieues,nicolas,sarkozy
14.246186369501643,europe,fédérale,dont
13.861998215452932,europe,nord,celle
11.855097713546918,europe,union,européenne
22.634985870616113,création,revenu,parental
22.064628627663154,contre,vents,marées
21.950693575051623,contre,trafic,drogues
19.716228321414594,contre,plans,renflouement
19.527194497024585,contre,mariage,homosexuel
17.679005857458403,contre,traité,rome
16.58769495116922,contre,mondialisation,sauvage
15.602012752558576,contre,immigration,clandestine
13.956814206265399,contre,jean,marie
12.80827249214899,contre,constitution,européenne
11.719498068268525,contre,insécurité,contre
11.543365365067775,contre,front,national
13.10413864267057,problème,pouvoir,achat
9.905236248508057,problème,immigration,faut
11.477680609162697,résultats,toujours,plus
21.719402569209738,cause,excès,injustices
26.402498266419528,bompard,bompard,bompard
22.845763579822034,nationalité,hérite,mérite
21.46973468282707,utilisée,grand,patronat
23.016319377934302,contrainte,injuste,effort
23.384246561863314,compare,suis,orgueilleux
16.39008926942797,société,toute,entière
11.07102042762731,tête,front,national
14.343053885040767,pense,peine,mort
11.261835446923925,pense,certain,nombre
10.44101236633228,pense,président,république
9.037488391207834,pense,front,national
8.222096331872706,pense,beaucoup,français
20.879823909203097,leurs,justes,contrôles
18.16177317522001,leurs,propres,besoins
14.596443687926058,leurs,grands,parents
14.143805773559741,leurs,enfants,école
13.26777626460989,leurs,parents,leurs
12.729849136529626,leurs,conditions,travail
9.12501066608542,notamment,faut,bien
23.168464438647693,protections,intelligentes,frontières
23.809313384836344,perdu,presque,1422
15.848983530266363,perdu,millions,emplois
16.65294692854904,marie,france,stirbois
24.051535446103163,écrasé,chevalerie,française
17.86213566364424,recherche,emploi,plusieurs
29.06052422933041,cautère,jambe,bois
21.25439661065681,amour,patrie,terrestre
15.435168711541706,amour,peuple,amour
14.396736800795477,vais,mettre,droits
13.711762568099399,vais,mettre,place
18.816249212871817,vice,premier,ministre
17.871682537989436,quelques,dizaines,milliers
17.382644457266814,quelques,centaines,milliers
15.367750241967123,quelques,semaines,quelques
13.326748152509825,quelques,jours,après
11.511233168873712,quelques,semaines,plus
10.991859009780143,quelques,jours,plus
9.429439077710065,quelques,mois,plus
22.243000636427563,organisation,nations,unies
20.536249655308364,organisation,mondiale,commerce
20.014480981074403,ouverture,totale,frontières
30.545951056500662,immortelle,abandons,trahisons
19.119146281850263,pèse,baisse,salaires
25.994155419714694,infâme,évêque,pierre
24.672227324827332,infâme,traité,troyes
17.206117679285992,candidate,élection,présidentielle
19.851514019914717,fonction,publique,territoriale
15.115450392042906,fonction,publique,etat
11.744035373288089,fonction,publique,plus
21.933406432831113,emprunter,marchés,financiers
9.6811992139573,parti,front,national
16.103070375283085,candidats,deuxième,tour
16.060068396933623,candidats,présidence,république
11.641769069128763,candidats,front,national
13.79988411614369,ailleurs,etats,unis
11.30372403569903,ailleurs,certain,nombre
10.483218393517166,ailleurs,nicolas,sarkozy
7.235077221656805,ailleurs,faut,dire
7.033151188810152,ailleurs,faut,bien
4.648717355158865,ailleurs,plus,plus
25.799833763964923,prière,jésus,marie
15.40358468849481,absolument,aucune,raison
23.234223379581103,dumping,social,environnemental
19.936542830940407,dumping,monétaire,social
16.568729685124005,différents,partis,politiques
14.201365125413627,différents,pays,européens
17.79646032178194,coûte,milliards,euros
9.29857228555504,coûte,plus,plus
10.718826808232016,monde,sait,bien
10.623680803121324,monde,besoin,france
17.207290633896264,travail,cause,excès
15.251496087137642,travail,faire,travailleur
14.918535315035058,travail,famille,patrie
24.197813082290438,transmission,savoirs,fondamentaux
19.56482815833663,priorité,accès,logement
17.907135333828826,priorité,accès,emploi
17.524037835485505,priorité,nationale,absolue
18.004467192446377,coût,sortie,euro
26.550055454833398,orléans,écrase,anglais
20.059172397263893,chers,compatriotes,métropole
17.249472791440706,chers,camarades,chers
15.947722578490978,chers,amis,chers
15.503833611056617,chers,amis,permettez
15.135730625391528,chers,compatriotes,chers
13.801766224874992,chers,amis,moment
21.584527672090527,vague,bleu,marine
14.427756174601662,pire,jospin,crois
16.776720848685176,rocard,premier,ministre
19.874892550293062,passé,professionnel,chacun
19.208440649932356,immigrés,situation,irrégulière
16.14307888735861,immigrés,tiers,monde
7.176175654195308,immigrés,plus,plus
15.723982802021915,redressement,économique,social
21.301248473439117,dernier,souffle,acte
18.53235873972078,quatrième,puissance,économique
11.841706639637518,dirigeants,front,national
19.961956597326548,école,usine,chômeurs
16.893055170540446,école,nationale,magistrature
15.296783720612968,augmentation,pouvoir,achat
30.25049517297449,ecclésiastique,présidé,infâme
21.116544314986673,lâchetés,plus,basses
21.36134615975323,pompes,aspirantes,immigration
20.019113968410778,pompes,aspirantes,dire
31.590345175859106,fureurs,révolutionnaires,caboche
11.838460980133863,égard,front,national
